(617, 142, 1, 407)
(90, 740, 220, 2)
(400, 740, 32, 60)
(226, 803, 717, 2)
(740, 798, 803, 2)
(740, 776, 503, 2)
(154, 806, 474, 1)
(520, 315, 2, 861)
(405, 18, 1, 220)
(874, 543, 520, 1)
(220, 2, 63, 840)
(90, 740, 220, 14)
(400, 740, 575, 17)
(740, 892, 590, 893)
(740, 900, 790, 220)
(407, 4, 1, 740)
(740, 176, 1, 367)
(622, 740, 717, 861)
(527, 554, 1, 297)
(32, 151, 740, 240)
(740, 803, 233, 2)
(740, 231, 220, 32)
(700, 32, 690, 436)
(740, 384, 90, 351)
(871, 947, 740, 543)
(125, 435, 255, 2)
(400, 592, 140, 3)
(740, 100, 176, 2)
(16, 2, 504, 342)
(520, 460, 495, 2)
(740, 615, 495, 2)
(740, 760, 33, 33)
(407, 4, 1, 745)
(422, 3, 1, 60)
(520, 382, 32, 2)
(874, 543, 350, 1)
(33, 33, 368, 390)
(621, 390, 844, 2)
(617, 142, 1, 595)
(740, 900, 3, 615)
(740, 388, 807, 33)
(90, 740, 60, 820)
(798, 806, 2, 904)
(90, 740, 103, 2)
(740, 441, 2, 820)
(700, 32, 702, 61)
(324, 255, 1, 405)
(740, 821, 741, 60)
(740, 923, 240, 2)
(740, 406, 590, 741)
(740, 165, 900, 60)
(740, 390, 590, 240)
(244, 165, 879, 220)
(400, 760, 740, 220)
(858, 100, 585, 741)
(391, 2, 527, 475)
(1, 595, 142, 717)
(130, 32, 820, 32)
(400, 740, 798, 365)
(740, 100, 176, 741)
(740, 760, 921, 235)
(520, 400, 350, 31)
(740, 760, 33, 705)
(400, 740, 760, 435)
(740, 717, 415, 836)
(740, 269, 511, 60)
(354, 1, 740, 405)
(400, 740, 904, 798)
(740, 482, 240, 2)
(151, 790, 31, 790)
(32, 31, 32, 530)
(226, 3, 2, 297)
(33, 740, 142, 61)
(550, 740, 220, 60)
(740, 585, 900, 2)
(740, 176, 220, 415)
(244, 740, 879, 220)
(740, 904, 235, 741)
(621, 740, 231, 560)
(520, 70, 33, 705)
(241, 803, 2, 850)
(740, 636, 240, 60)
(90, 740, 101, 2)
(90, 740, 101, 908)
(740, 100, 176, 422)
(90, 740, 760, 717)
(368, 501, 706, 1)
(504, 350, 741, 60)
(740, 407, 590, 690)
(400, 595, 420, 125)
(740, 575, 17, 60)
(413, 820, 220, 65)
(740, 927, 231, 60)
(90, 740, 220, 3)
(70, 740, 220, 3)
(617, 831, 2, 1)
(226, 32, 2, 390)
(740, 603, 240, 60)
(700, 32, 740, 335)
(527, 550, 741, 60)
(520, 220, 240, 2)
(234, 803, 741, 82)
(1, 740, 923, 33)
(32, 840, 267, 150)
(740, 923, 741, 390)
(740, 440, 231, 60)
(740, 142, 62, 2)
(740, 176, 33, 705)
(740, 760, 335, 741)
(705, 240, 235, 1)
(892, 590, 894, 140)
(154, 806, 467, 1)
(740, 760, 335, 220)
(400, 740, 100, 140)
(400, 241, 31, 60)
(426, 3, 1, 2)
(740, 32, 840, 33)
(90, 740, 240, 235)
(100, 904, 717, 220)
(527, 550, 33, 705)
(740, 636, 240, 817)
(400, 740, 100, 31)
(740, 554, 220, 415)
(740, 390, 590, 33)
(520, 220, 415, 240)
(740, 636, 240, 1)
(740, 267, 811, 832)
(390, 503, 740, 168)
(154, 806, 468, 1)
(690, 740, 690, 60)
(850, 700, 64, 1)
(740, 923, 70, 32)
(382, 760, 382, 2)
(820, 302, 596, 18)
(740, 440, 240, 1)
(520, 220, 415, 60)
(740, 575, 17, 220)
(740, 923, 220, 32)
(590, 615, 140, 240)
(407, 63, 845, 240)
(740, 760, 440, 90)
(740, 455, 2, 368)
(520, 233, 220, 240)
(740, 585, 798, 2)
(740, 760, 335, 2)
(832, 390, 803, 2)
(156, 176, 518, 220)
(817, 521, 90, 740)
(400, 456, 503, 337)
(740, 803, 2, 820)
(236, 240, 33, 705)
(233, 226, 32, 60)
(700, 400, 807, 740)
(740, 630, 240, 741)
(97, 520, 33, 705)
(740, 416, 621, 2)
(740, 416, 741, 60)
(33, 711, 335, 575)
(400, 921, 690, 435)
(740, 100, 415, 2)
(740, 705, 171, 360)
(390, 844, 240, 806)
(60, 692, 269, 140)
(400, 97, 700, 4)
(390, 4, 2, 705)
(319, 690, 255, 140)
(740, 760, 440, 60)
(740, 140, 2, 741)
(405, 32, 520, 95)
(520, 220, 32, 2)
(740, 760, 19, 2)
(842, 32, 31, 592)
(740, 7, 503, 626)
(90, 740, 100, 320)
(621, 520, 220, 2)
(700, 34, 400, 525)
(740, 482, 1, 550)
(740, 904, 32, 233)
(700, 388, 134, 368)
(700, 740, 702, 61)
(740, 176, 390, 90)
(740, 100, 240, 741)
(520, 240, 741, 590)
(740, 920, 320, 233)
(390, 34, 2, 374)
(679, 740, 220, 32)
(740, 773, 240, 2)
(400, 90, 740, 100)
(740, 772, 240, 60)
(930, 220, 60, 550)
(817, 740, 194, 760)
(740, 32, 1, 2)
(700, 32, 690, 365)
(440, 390, 32, 390)
(90, 740, 792, 2)
(740, 877, 32, 33)
(861, 892, 692, 2)
(32, 400, 740, 388)
(861, 520, 220, 16)
(90, 740, 792, 740)
(3, 1, 520, 240)
(527, 550, 740, 443)
(33, 413, 893, 405)
(520, 220, 31, 1)
(90, 740, 240, 575)
(520, 70, 233, 798)
(740, 575, 17, 2)
(740, 773, 231, 806)
(740, 760, 220, 16)
(65, 599, 706, 928)
(97, 159, 33, 740)
(520, 235, 803, 1)
(250, 605, 626, 60)
(527, 388, 233, 740)
(289, 350, 761, 32)
(617, 142, 1, 2)
(400, 740, 405, 590)
(232, 740, 176, 745)
(740, 900, 741, 2)
(820, 740, 176, 741)
(565, 740, 798, 235)
(151, 243, 31, 2)
(740, 760, 1, 240)
(151, 350, 2, 550)
(740, 798, 3, 2)
(390, 600, 617, 2)
(407, 321, 407, 845)
(255, 60, 692, 401)
(621, 482, 1, 550)
(151, 740, 760, 892)
(740, 817, 390, 2)
(527, 555, 235, 2)
(740, 803, 741, 31)
(700, 740, 100, 176)
(226, 415, 2, 269)
(740, 803, 220, 32)
(367, 390, 709, 2)
(520, 33, 705, 233)
(740, 55, 240, 235)
(527, 554, 298, 368)
(151, 760, 220, 3)
(400, 740, 760, 32)
(742, 406, 482, 235)
(156, 2, 861, 698)
(740, 760, 840, 552)
(90, 740, 362, 2)
(90, 740, 176, 2)
(400, 296, 350, 892)
(740, 617, 550, 61)
(740, 400, 142, 61)
(400, 297, 352, 892)
(400, 740, 275, 320)
(860, 520, 231, 803)
(390, 844, 140, 176)
(151, 61, 2, 252)
(740, 760, 260, 255)
(740, 585, 17, 240)
(97, 520, 33, 740)
(740, 910, 1, 740)
(690, 518, 740, 176)
(130, 32, 130, 32)
(390, 16, 2, 814)
(740, 630, 155, 2)
(2, 4, 328, 1)
(390, 95, 909, 5)
(156, 3, 60, 368)
(504, 350, 240, 741)
(740, 798, 405, 590)
(690, 90, 740, 176)
(407, 585, 33, 705)
(740, 585, 2, 130)
(167, 705, 368, 5)
(740, 482, 55, 220)
(861, 292, 590, 520)
(422, 3, 900, 740)
(621, 740, 798, 838)
(407, 4, 1, 617)
(871, 740, 637, 798)
(740, 565, 233, 2)
(740, 32, 840, 235)
(520, 33, 705, 231)
(740, 390, 590, 742)
(700, 34, 100, 176)
(154, 803, 470, 2)
(740, 255, 705, 741)
(740, 760, 440, 2)
(740, 760, 93, 2)
(31, 850, 140, 236)
(151, 31, 90, 32)
(400, 740, 100, 176)
(405, 844, 32, 840)
(740, 717, 233, 2)
(740, 760, 220, 255)
(520, 220, 3, 741)
(90, 740, 531, 60)
(590, 615, 232, 240)
(390, 128, 701, 2)
(856, 260, 832, 390)
(740, 900, 3, 803)
(400, 892, 81, 518)
(740, 760, 268, 2)
(740, 773, 33, 705)
(64, 31, 400, 521)
(740, 460, 503, 31)
(621, 740, 900, 2)
(740, 923, 240, 235)
(817, 220, 632, 66)
(740, 31, 904, 1)
(400, 525, 550, 33)
(521, 368, 280, 192)
(520, 233, 240, 235)
(740, 904, 33, 705)
(740, 405, 590, 806)
(409, 32, 845, 33)
(90, 740, 220, 55)
(740, 176, 240, 2)
(307, 762, 2, 460)
(740, 455, 240, 235)
(90, 326, 700, 920)
(700, 33, 807, 740)
(527, 550, 235, 2)
(520, 240, 740, 590)
(740, 636, 2, 817)
(740, 380, 235, 2)
(621, 740, 900, 3)
(740, 794, 630, 220)
(64, 840, 140, 740)
(842, 535, 99, 740)
(740, 585, 17, 741)
(605, 740, 142, 67)
(700, 740, 690, 436)
(740, 760, 615, 104)
(257, 955, 32, 578)
(742, 740, 482, 235)
(226, 491, 742, 705)
(527, 555, 231, 2)
(520, 33, 706, 60)
(390, 3, 2, 31)
(520, 70, 220, 32)
(407, 32, 520, 95)
(368, 3, 742, 60)
(740, 900, 5, 2)
(740, 773, 233, 2)
(740, 100, 1, 440)
(298, 465, 33, 705)
(407, 61, 845, 240)
(289, 350, 590, 32)
(740, 760, 615, 503)
(740, 904, 233, 240)
(700, 33, 740, 362)
(740, 760, 264, 231)
(740, 335, 233, 2)
(520, 33, 706, 2)
(740, 100, 140, 3)
(390, 700, 790, 32)
(422, 3, 263, 104)
(790, 740, 100, 405)
(90, 740, 400, 350)
(760, 31, 2, 861)
(740, 773, 240, 235)
(390, 4, 2, 861)
(368, 840, 830, 2)
(317, 890, 1, 32)
(405, 61, 527, 555)
(621, 740, 2, 861)
(617, 142, 1, 220)
(700, 33, 134, 368)
(740, 176, 31, 60)
