(740, 32, 923)
(90, 740, 531)
(354, 1, 740)
(690, 740, 690)
(740, 575, 17)
(798, 821, 1)
(740, 94, 220)
(161, 55, 240)
(740, 100, 585)
(527, 554, 298)
(400, 740, 32)
(232, 220, 32)
(617, 55, 435)
(151, 279, 142)
(423, 3, 60)
(405, 3, 2)
(740, 798, 240)
(679, 740, 240)
(740, 482, 240)
(740, 338, 605)
(740, 773, 33)
(740, 585, 2)
(440, 390, 32)
(740, 798, 405)
(250, 605, 626)
(790, 740, 100)
(740, 637, 240)
(617, 142, 384)
(740, 892, 590)
(407, 321, 407)
(953, 817, 390)
(740, 416, 621)
(151, 61, 2)
(740, 923, 741)
(226, 32, 798)
(740, 604, 142)
(740, 760, 240)
(407, 5, 741)
(740, 388, 807)
(1, 304, 354)
(921, 100, 415)
(286, 645, 1)
(700, 33, 807)
(90, 740, 255)
(865, 226, 32)
(382, 760, 382)
(151, 220, 16)
(400, 921, 690)
(90, 740, 240)
(400, 90, 740)
(241, 803, 2)
(405, 61, 527)
(621, 740, 900)
(621, 390, 4)
(400, 740, 220)
(740, 60, 390)
(400, 296, 350)
(740, 773, 156)
(682, 413, 840)
(64, 840, 140)
(521, 368, 280)
(527, 388, 233)
(527, 555, 240)
(3, 1, 520)
(740, 752, 6)
(232, 740, 176)
(368, 821, 55)
(90, 740, 101)
(129, 817, 310)
(390, 17, 2)
(740, 440, 741)
(90, 740, 222)
(400, 892, 81)
(740, 443, 388)
(740, 100, 904)
(520, 233, 2)
(90, 740, 920)
(705, 240, 235)
(400, 740, 585)
(307, 762, 2)
(740, 817, 390)
(422, 3, 1)
(740, 176, 33)
(244, 165, 879)
(740, 927, 231)
(407, 61, 845)
(740, 760, 17)
(740, 269, 511)
(527, 550, 2)
(740, 585, 231)
(400, 150, 617)
(740, 776, 503)
(740, 388, 900)
(621, 740, 390)
(400, 740, 575)
(232, 240, 741)
(520, 233, 31)
(740, 482, 235)
(156, 176, 518)
(407, 61, 740)
(520, 240, 220)
(740, 923, 803)
(422, 3, 263)
(422, 3, 900)
(740, 838, 741)
(740, 32, 1)
(740, 565, 233)
(690, 90, 740)
(740, 904, 235)
(33, 33, 142)
(520, 231, 2)
(70, 740, 220)
(368, 1, 740)
(550, 740, 220)
(740, 483, 233)
(520, 72, 233)
(317, 890, 1)
(368, 501, 706)
(400, 740, 767)
(64, 31, 400)
(390, 34, 2)
(617, 142, 597)
(740, 765, 240)
(93, 340, 924)
(740, 222, 235)
(700, 33, 134)
(317, 740, 335)
(832, 904, 740)
(151, 240, 235)
(740, 406, 590)
(850, 700, 64)
(400, 740, 636)
(427, 3, 1)
(154, 803, 470)
(740, 615, 104)
(740, 336, 176)
(160, 90, 55)
(520, 240, 31)
(90, 740, 717)
(740, 927, 741)
(90, 740, 176)
(740, 645, 3)
(233, 798, 806)
(740, 910, 1)
(804, 220, 60)
(527, 555, 55)
(90, 326, 700)
(520, 400, 354)
(16, 2, 504)
(740, 554, 220)
(791, 575, 413)
(127, 381, 292)
(156, 3, 240)
(842, 374, 125)
(740, 760, 615)
(740, 760, 260)
(405, 61, 70)
(391, 2, 527)
(700, 740, 100)
(154, 806, 467)
(384, 892, 706)
(740, 760, 605)
(740, 760, 264)
(32, 31, 740)
(740, 100, 176)
(520, 460, 495)
(740, 380, 235)
(740, 337, 484)
(740, 760, 175)
(621, 220, 415)
(740, 760, 33)
(32, 31, 791)
(520, 220, 4)
(740, 373, 31)
(400, 595, 420)
(861, 292, 590)
(368, 33, 705)
(400, 740, 100)
(790, 296, 350)
(244, 740, 879)
(740, 483, 803)
(842, 535, 99)
(390, 590, 32)
(740, 267, 811)
(32, 31, 222)
(920, 440, 692)
(31, 840, 140)
(255, 60, 692)
(740, 923, 406)
(204, 630, 233)
(400, 740, 275)
(740, 176, 690)
(90, 740, 100)
(871, 740, 740)
(368, 840, 830)
(400, 97, 700)
(429, 3, 741)
(390, 844, 741)
(740, 803, 231)
(740, 920, 320)
(740, 760, 93)
(407, 5, 1)
(390, 16, 2)
(520, 220, 240)
(740, 176, 741)
(622, 740, 717)
(740, 773, 233)
(740, 861, 32)
(740, 798, 235)
(590, 705, 575)
(740, 617, 550)
(405, 4, 2)
(740, 142, 62)
(740, 7, 503)
(416, 590, 832)
(740, 140, 2)
(740, 100, 240)
(760, 31, 2)
(156, 176, 861)
(740, 904, 32)
(400, 527, 555)
(504, 350, 741)
(740, 440, 220)
(100, 904, 717)
(294, 350, 595)
(832, 390, 803)
(405, 18, 1)
(520, 70, 253)
(400, 520, 33)
(130, 32, 130)
(842, 374, 740)
(390, 717, 61)
(740, 760, 511)
(740, 770, 235)
(740, 760, 19)
(740, 585, 240)
(90, 740, 35)
(405, 61, 33)
(740, 17, 495)
(390, 844, 140)
(740, 231, 220)
(154, 806, 474)
(740, 455, 240)
(400, 456, 503)
(860, 520, 231)
(740, 760, 740)
(226, 803, 717)
(409, 32, 845)
(367, 390, 709)
(740, 760, 235)
(590, 705, 435)
(798, 806, 2)
(90, 740, 233)
(520, 233, 741)
